kernel,config,latency,lut,dsp,ff,II,IL
atax,tmp_1_1_A_1_2_A_2_1_x_1_1_y_1_4__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_4_n,41957.0,1994.0,5.0,1884.0,579.0,579.0
atax,tmp_1_1_A_1_2_A_2_64_x_1_2_y_1_64__lp1_n_2_f_lp2_n_2_f_lp3_p_1_f_lp4_p_64_f,26989.0,16277.0,110.0,20652.0,837.0,837.0
atax,tmp_1_1_A_1_2_A_2_2_x_1_2_y_1_64__lp1_n_2_f_lp2_n_2_f_lp3_p_1_f_lp4_p_64_f,28845.0,4415.0,10.0,7657.0,837.0,837.0
atax,tmp_1_1_A_1_1_A_2_64_x_1_2_y_1_64__lp1_n_2_f_lp2_n_2_f_lp3_p_1_f_lp4_p_64_f,26989.0,15113.0,110.0,20678.0,837.0,837.0
atax,tmp_1_1_A_1_1_A_2_2_x_1_2_y_1_64__lp1_n_2_f_lp2_n_2_f_lp3_p_1_f_lp4_p_64_f,28845.0,3538.0,10.0,5614.0,837.0,837.0
atax,tmp_1_2_A_1_2_A_2_64_x_1_2_y_1_64__lp1_n_2_f_lp2_n_2_f_lp3_p_2_f_lp4_p_64_f,27053.0,13972.0,80.0,22617.0,837.0,837.0
atax,tmp_1_2_A_1_2_A_2_2_x_1_2_y_1_64__lp1_n_2_f_lp2_n_2_f_lp3_p_2_f_lp4_p_64_f,27825.0,5006.0,20.0,7287.0,837.0,837.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f,62821.0,1887.0,14.0,1669.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f,62821.0,1396.0,5.0,1089.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f,62821.0,1808.0,14.0,1536.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f,62821.0,1346.0,5.0,1064.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_1_y_1_4__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_4_n,38885.0,3114.0,20.0,3449.0,579.0,579.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f,62821.0,1880.0,14.0,1655.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f,62821.0,1389.0,5.0,1085.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f,62821.0,1795.0,14.0,1531.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f,62821.0,1333.0,5.0,1054.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_2_f,42341.0,2157.0,16.0,2031.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_2_f,42341.0,1905.0,13.0,1853.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_2_f,42341.0,2061.0,16.0,1898.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_2_f,42341.0,1844.0,13.0,1767.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_2_f,42341.0,2150.0,16.0,2017.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_2_f,42341.0,1909.0,13.0,1848.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_1_x_1_1_y_1_4__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_4_n,41957.0,1969.0,5.0,1872.0,579.0,579.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_2_f,42341.0,2048.0,16.0,1893.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_2_f,42341.0,1820.0,13.0,1785.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_4_f,32101.0,2631.0,20.0,2746.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_4_f,32101.0,2545.0,20.0,2613.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_4_f,32101.0,2624.0,20.0,2732.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_4_f,32101.0,2532.0,20.0,2608.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_8_f,26981.0,4559.0,40.0,4687.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_8_f,27493.0,2951.0,20.0,3142.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_8_f,26981.0,4381.0,40.0,4682.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_8_f,27493.0,2773.0,20.0,2887.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_8_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_8_f,38373.0,5772.0,40.0,6459.0,579.0,579.0
atax,tmp_1_1_A_1_2_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_8_f,26981.0,4552.0,40.0,4673.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_8_f,27493.0,2944.0,20.0,3133.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_8_f,26981.0,4368.0,40.0,4677.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_8_f,27493.0,2760.0,20.0,2882.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_16_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_16_f,24421.0,8119.0,80.0,8564.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_16_f,25189.0,3287.0,20.0,3919.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_16_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_16_f,24421.0,7757.0,80.0,8559.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_16_f,25189.0,2989.0,20.0,3408.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_16_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_16_f,24421.0,8112.0,80.0,8550.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_16_f,25189.0,3280.0,20.0,3910.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_1_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_8_f,41957.0,2323.0,5.0,1717.0,579.0,579.0
atax,tmp_1_1_A_1_1_A_2_16_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_16_f,24421.0,7744.0,80.0,8554.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_n_16_f,25189.0,2976.0,20.0,3403.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_1_f,62789.0,2036.0,14.0,1763.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_1_f,62789.0,1563.0,5.0,1181.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_2_f,42309.0,2370.0,16.0,2164.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_2_f,42309.0,2118.0,13.0,1986.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_4_f,32069.0,2994.0,20.0,2948.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_8_f,26949.0,5222.0,40.0,5024.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_8_f,27461.0,3444.0,20.0,3228.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_16_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_16_f,24389.0,9382.0,80.0,9164.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_8_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_8_f,38373.0,5726.0,40.0,6461.0,579.0,579.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_16__lp1_n_2_f_lp2_n_4_f_lp3_n_2_f_lp4_n_16_f,25157.0,4134.0,20.0,3758.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_1_f,25775.0,2059.0,14.0,1821.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_1_f,25775.0,1568.0,5.0,1237.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_1_f,25775.0,1973.0,14.0,1699.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_1_f,25775.0,1511.0,5.0,1222.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_1_f,25774.0,1938.0,14.0,1724.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_1_f,25774.0,1447.0,5.0,1144.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_1_f,25774.0,1853.0,14.0,1600.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_1_f,25774.0,1391.0,5.0,1117.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_1_n,26597.0,1927.0,14.0,1733.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_1_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_8_f,41957.0,2304.0,5.0,1719.0,579.0,579.0
atax,tmp_1_2_A_1_2_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_1_n,26597.0,1436.0,5.0,1150.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_1_n,26597.0,1848.0,14.0,1605.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_1_n,26597.0,1386.0,5.0,1125.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_1_n,26597.0,1920.0,14.0,1724.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_1_n,26597.0,1429.0,5.0,1146.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_1_n,26597.0,1835.0,14.0,1600.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_1_x_1_4_y_1_1__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_1_n,26597.0,1373.0,5.0,1115.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_2_f,23727.0,2392.0,16.0,2312.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_2_f,23727.0,2140.0,13.0,2126.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_2_f,23727.0,2289.0,16.0,2190.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_8_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_8_f,38373.0,5737.0,40.0,6418.0,579.0,579.0
atax,tmp_1_2_A_1_1_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_2_f,23727.0,2072.0,13.0,2051.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_2_f,23726.0,2271.0,16.0,2215.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_2_f,23726.0,2030.0,13.0,2044.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_2_f,23726.0,2169.0,16.0,2091.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_2_f,23726.0,1941.0,13.0,1981.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_2_n,24549.0,2238.0,16.0,2171.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_2_n,24549.0,2018.0,13.0,2044.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_2_n,24549.0,2142.0,16.0,2043.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_2_n,24549.0,1957.0,13.0,1962.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_2_n,24549.0,2231.0,16.0,2162.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_1_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_8_f,41957.0,2288.0,5.0,1694.0,579.0,579.0
atax,tmp_1_1_A_1_2_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_2_n,24549.0,2022.0,13.0,2044.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_2_n,24549.0,2129.0,16.0,2038.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_2_x_1_4_y_1_2__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_2_n,24549.0,1933.0,13.0,1981.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_4_f,22703.0,2929.0,20.0,3146.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_4_f,22703.0,2836.0,20.0,3024.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_4_f,22702.0,2808.0,20.0,3055.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_4_f,22702.0,2716.0,20.0,2931.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_4_n,23525.0,2826.0,20.0,3066.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_4_n,23525.0,2740.0,20.0,2938.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_4_n,23525.0,2819.0,20.0,3057.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_1_x_1_1_y_1_1__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_n_1_f,78181.0,1088.0,5.0,824.0,579.0,579.0
atax,tmp_1_1_A_1_1_A_2_8_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_8_f,38373.0,5685.0,40.0,6424.0,579.0,579.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_4__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_4_n,23525.0,2727.0,20.0,2933.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_8_f,22191.0,4983.0,40.0,5342.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_8_f,22703.0,3328.0,20.0,3693.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_8_f,22191.0,4798.0,40.0,5348.0,677.0,677.0
atax,tmp_1_2_A_1_1_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_8_f,22703.0,3143.0,20.0,3565.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_8_f,22190.0,4862.0,40.0,5251.0,677.0,677.0
atax,tmp_1_1_A_1_2_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_8_f,22702.0,3378.0,20.0,3737.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_8_f,22190.0,4678.0,40.0,5255.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_4_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_f_lp4_p_8_f,22702.0,3194.0,20.0,3486.0,677.0,677.0
atax,tmp_1_2_A_1_2_A_2_8_x_1_4_y_1_8__lp1_n_2_f_lp2_n_4_f_lp3_n_1_n_lp4_p_8_n,23013.0,4882.0,40.0,5264.0,677.0,677.0
atax,tmp_1_1_A_1_1_A_2_1_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_8_f,41957.0,2263.0,5.0,1682.0,579.0,579.0
atax,tmp_1_2_A_1_2_A_2_8_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_8_n,38373.0,5772.0,40.0,6459.0,579.0,579.0
atax,tmp_1_2_A_1_2_A_2_1_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_8_n,41957.0,2323.0,5.0,1717.0,579.0,579.0
atax,tmp_1_2_A_1_1_A_2_8_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_8_n,38373.0,5726.0,40.0,6458.0,579.0,579.0
atax,tmp_1_2_A_1_1_A_2_1_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_8_n,41957.0,2304.0,5.0,1719.0,579.0,579.0
atax,tmp_1_1_A_1_2_A_2_8_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_8_n,38373.0,5737.0,40.0,6418.0,579.0,579.0
atax,tmp_1_1_A_1_2_A_2_1_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_8_n,41957.0,2288.0,5.0,1694.0,579.0,579.0
atax,tmp_1_1_A_1_1_A_2_8_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_8_n,38373.0,5685.0,40.0,6421.0,579.0,579.0
atax,tmp_1_1_A_1_1_A_2_1_x_1_1_y_1_8__lp1_n_1_f_lp2_n_1_f_lp3_n_2_n_lp4_p_8_n,41957.0,2263.0,5.0,1682.0,579.0,579.0
atax,tmp_1_1_A_1_2_A_2_1_x_1_1_y_1_1__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_n_1_f,78181.0,1086.0,5.0,846.0,579.0,579.0
atax,tmp_1_2_A_1_2_A_2_16_x_1_1_y_1_16__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_16_f,38117.0,10912.0,80.0,12387.0,579.0,579.0
atax,tmp_1_2_A_1_2_A_2_1_x_1_1_y_1_16__lp1_n_1_f_lp2_n_1_f_lp3_n_2_f_lp4_p_16_f,41957.0,3329.0,5.0,2241.0,579.0,579.0
